ProviderID,Name,Address,City,State,Zipcode,County,Type,PatientVolume,Rating,Emergency Department Volume (EDV),LeftBeforeBeingSeen,Percent_LeftBeforeBeingSeen,DoortoDiagnosis,Time_DoortoDiagnosis,Time_DoortoAdmittedtoHospital,Time_DoortoDischarge,Percent_StrokeCTScanwithin45mins ,Time_HeartAttackECG,Time_BrokenBonesPainMedication
30022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85008,"MARICOPA COUNTY, AZ",Government,Very High,2,Very High,1 Percent to 4 Percent,1,Some Delay,23,257,171,,,22
30023,FLAGSTAFF MEDICAL CENTER,1200 NORTH BEAVER STREET,FLAGSTAFF,AZ,86001,"COCONINO COUNTY, AZ",Non-Profit,High,4,High,1 Percent to 4 Percent,1,Delayed,49,303,181,,,25
30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,350 WEST THOMAS ROAD,PHOENIX,AZ,85013,"MARICOPA COUNTY, AZ",Non-Profit,Very High,2,Very High,Zero Percent,0,No Delay,12,491,166,,7,19
30030,ABRAZO CENTRAL CAMPUS,2000 WEST BETHANY HOME ROAD,PHOENIX,AZ,85015,"MARICOPA COUNTY, AZ",For-Profit,High,2,High,1 Percent to 4 Percent,1,Some Delay,25,275,126,,,48
30033,BANNER PAYSON MEDICAL CENTER,807 SOUTH PONDEROSA DRIVE,PAYSON,AZ,85541,"GILA COUNTY, AZ",Non-Profit,Low,4,Low,1 Percent to 4 Percent,1,No Delay,12,242,142,,9,48
30036,CHANDLER REGIONAL MEDICAL CENTER,1955 WEST FRYE ROAD,CHANDLER,AZ,85224,"MARICOPA COUNTY, AZ",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,1,No Delay,19,291,113,87,11,33
30037,ST LUKE'S MEDICAL CENTER,1800 EAST VAN BUREN STREET,PHOENIX,AZ,85006,"MARICOPA COUNTY, AZ",For-Profit,High,2,High,1 Percent to 4 Percent,2,Delayed,43,331,153,,16,64
30038,SCOTTSDALE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,SCOTTSDALE,AZ,85251,"MARICOPA COUNTY, AZ",For-Profit,High,4,High,1 Percent to 4 Percent,2,Some Delay,20,214,176,,,44
30043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90,SIERRA VISTA,AZ,85635,"COCHISE COUNTY, AZ",Non-Profit,Medium,1,Medium,1 Percent to 4 Percent,3,Delayed,46,325,192,88,17,90
30055,KINGMAN REGIONAL MEDICAL CENTER,3269 STOCKTON HILL ROAD,KINGMAN,AZ,86409,"MOHAVE COUNTY, AZ",Government,High,2,High,1 Percent to 4 Percent,2,Severe Delay,69,268,163,92,,61
30061,BANNER BOSWELL MEDICAL CENTER,10401 WEST THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,"MARICOPA COUNTY, AZ",Non-Profit,High,5,High,1 Percent to 4 Percent,1,Some Delay,20,265,205,74,,51
30062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,2200 EAST SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,"NAVAJO COUNTY, AZ",Non-Profit,Medium,5,Medium,1 Percent to 4 Percent,1,Some Delay,24,300,179,88,6,68
30064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,"PIMA COUNTY, AZ",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,4,No Delay,15,395,226,,8,52
30065,BANNER DESERT MEDICAL CENTER,1400 SOUTH  DOBSON ROAD,MESA,AZ,85202,"MARICOPA COUNTY, AZ",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,2,Some Delay,21,300,182,91,8,27
30068,MT. GRAHAM REGIONAL MEDICAL CENTER,1600 SOUTH 20TH AVENUE,SAFFORD,AZ,85546,"GRAHAM COUNTY, AZ",Government,Medium,3,Medium,Zero Percent,0,No Delay,5,221,110,,12,29
30069,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,LAKE HAVASU CITY,AZ,86403,"MOHAVE COUNTY, AZ",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,Some Delay,20,266,165,86,,20
30071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649,FORT DEFIANCE,AZ,86504,"APACHE COUNTY, AZ",Government,,1,,,,,,330,,,,
30073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600,TUBA CITY,AZ,86045,"COCONINO COUNTY, AZ",Non-Profit,,2,,,,,,267,,,,
30074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",SELLS,AZ,85634,"PIMA COUNTY, AZ",Other,,,,,,,,,,,,
30077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD,PERIDOT,AZ,85542,"GILA COUNTY, AZ",Government,,,,,,,,262,,,,
30078,PHOENIX INDIAN MEDICAL CENTER,4212 NORTH 16TH STREET,PHOENIX,AZ,85016,"MARICOPA COUNTY, AZ",Government,,,,,,,,340,,,,
30083,ABRAZO SCOTTSDALE CAMPUS,3929 EAST BELL ROAD,PHOENIX,AZ,85032,"MARICOPA COUNTY, AZ",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,1,Some Delay,27,280,129,80,,46
30084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,"APACHE COUNTY, AZ",Government,,3,,,,,,336,,,,
30085,NORTHWEST MEDICAL CENTER,6200 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,"PIMA COUNTY, AZ",For-Profit,High,2,High,1 Percent to 4 Percent,2,Some Delay,31,301,168,71,8,77
30087,SCOTTSDALE SHEA MEDICAL CENTER,9003 EAST SHEA BOULEVARD,SCOTTSDALE,AZ,85260,"MARICOPA COUNTY, AZ",For-Profit,High,4,High,1 Percent to 4 Percent,1,Some Delay,21,216,163,,,41
30088,BANNER BAYWOOD MEDICAL CENTER,6644 EAST BAYWOOD AVENUE,MESA,AZ,85206,"MARICOPA COUNTY, AZ",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,2,Some Delay,30,304,241,86,6,88
30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 WEST THUNDERBIRD ROAD,GLENDALE,AZ,85306,"MARICOPA COUNTY, AZ",Government,Very High,3,Very High,1 Percent to 4 Percent,3,Some Delay,35,337,211,100,19,44
30092,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,"MARICOPA COUNTY, AZ",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,1,Some Delay,24,278,141,67,10,26
30093,BANNER DEL E. WEBB MEDICAL CENTER,14502 WEST MEEKER BOULEVARD,SUN CITY WEST,AZ,85375,"MARICOPA COUNTY, AZ",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,1,No Delay,15,266,170,81,10,53
30094,ABRAZO ARROWHEAD CAMPUS,18701 NORTH 67TH AVENUE,GLENDALE,AZ,85308,"MARICOPA COUNTY, AZ",For-Profit,High,3,High,Zero Percent,0,Some Delay,28,274,144,89,4,27
30101,WESTERN ARIZONA REGIONAL MEDICAL CENTER,2735 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,"MOHAVE COUNTY, AZ",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,Some Delay,23,465,157,68,11,70
30103,MAYO CLINIC HOSPITAL,5777 EAST MAYO BOULEVARD,PHOENIX,AZ,85054,"MARICOPA COUNTY, AZ",Non-Profit,Medium,5,Medium,1 Percent to 4 Percent,1,Some Delay,36,279,194,,,58
30105,BANNER HEART HOSPITAL,6750 EAST BAYWOOD AVENUE,MESA,AZ,85206,"MARICOPA COUNTY, AZ",Non-Profit,,5,,,,,,,,,,
30107,ARIZONA SPINE AND JOINT HOSPITAL,4620 EAST BASELINE ROAD,MESA,AZ,85206,"MARICOPA COUNTY, AZ",For-Profit,,,,,,,,,,,,
30108,"CORE INSTITUTE SPECIALTY HOSPITAL, THE",6501 NORTH 19TH AVENUE,PHOENIX,AZ,85015,"MARICOPA COUNTY, AZ",For-Profit,,,,,,,,,,,,
30110,ABRAZO WEST CAMPUS,13677 WEST MCDOWELL ROAD,GOODYEAR,AZ,85395,"MARICOPA COUNTY, AZ",For-Profit,High,3,High,1 Percent to 4 Percent,1,Some Delay,25,256,126,86,7,35
30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY,TUCSON,AZ,85713,"PIMA COUNTY, AZ",Non-Profit,High,2,High,1 Percent to 4 Percent,3,No Delay,17,360,201,,4,46
30112,ARIZONA SPECIALTY HOSPITAL,"2905 WEST WARNER ROAD, SUITE 1",CHANDLER,AZ,85224,"MARICOPA COUNTY, AZ",For-Profit,,,,,,,,,,,,
30113,WHITERIVER PHS INDIAN HOSPITAL,200 WEST HOSPITAL DRIVE  (PO BOX 860),WHITERIVER,AZ,85941,"NAVAJO COUNTY, AZ",Government,,,,,,,,307,,,,
30114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD,ORO VALLEY,AZ,85755,"PIMA COUNTY, AZ",For-Profit,Medium,3,Medium,1 Percent to 4 Percent,2,Some Delay,26,310,180,60,8,71
30115,BANNER ESTRELLA MEDICAL CENTER,9201 WEST THOMAS ROAD,PHOENIX,AZ,85037,"MARICOPA COUNTY, AZ",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,4,Delayed,42,311,226,81,7,34
30117,VALLEY VIEW MEDICAL CENTER,5330 SOUTH HIGHWAY 95,FORT MOHAVE,AZ,86426,"MOHAVE COUNTY, AZ",For-Profit,Medium,3,Medium,5 Percent or More,6,Some Delay,30,301,181,83,9,32
30119,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,GILBERT,AZ,85296,"MARICOPA COUNTY, AZ",Non-Profit,High,5,High,1 Percent to 4 Percent,1,No Delay,19,287,155,73,10,41
30120,GILBERT HOSPITAL,5656 SOUTH POWER ROAD,GILBERT,AZ,85295,"MARICOPA COUNTY, AZ",For-Profit,Low,3,Low,Zero Percent,0,No Delay,12,248,114,,11,40
30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209,"MARICOPA COUNTY, AZ",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,Some Delay,39,327,215,100,10,80
30122,BANNER GATEWAY MEDICAL CENTER,1900 NORTH HIGLEY ROAD,GILBERT,AZ,85234,"MARICOPA COUNTY, AZ",Non-Profit,High,4,High,1 Percent to 4 Percent,2,Some Delay,32,298,198,15,8,66
30123,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,7400 EAST THOMPSON PEAK PARKWAY,SCOTTSDALE,AZ,85255,"MARICOPA COUNTY, AZ",For-Profit,Medium,5,Medium,1 Percent to 4 Percent,2,Some Delay,23,218,158,,,46
30130,BANNER IRONWOOD MEDICAL CENTER,37000 NORTH GANTZEL ROAD,QUEEN CREEK,AZ,85140,"PINAL COUNTY, AZ",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,2,No Delay,16,274,166,82,4,46
30131,O.A.S.I.S. HOSPITAL,750 NORTH 40TH STREET,PHOENIX,AZ,85008,"MARICOPA COUNTY, AZ",Non-Profit,,,,,,,,,,,,
30132,"FLORENCE HOSPITAL AT ANTHEM, LLC",4545 NORTH HUNT HIGHWAY,FLORENCE,AZ,85132,"PINAL COUNTY, AZ",For-Profit,Low,,Low,Zero Percent,0,No Delay,9,266,111,,24,47
30134,BANNER GOLDFIELD MEDICAL CENTER,2050 WEST SOUTHERN AVENUE,APACHE JUNCTION,AZ,85120,"PINAL COUNTY, AZ",Non-Profit,Low,4,Low,1 Percent to 4 Percent,1,No Delay,10,234,126,,5,37
30136,DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,7171 SOUTH 51ST AVENUE,LAVEEN,AZ,85339,"MARICOPA COUNTY, AZ",For-Profit,Very High,,Very High,Zero Percent,0,Some Delay,24,299,82,21,12,43
30137,GREEN VALLEY HOSPITAL,4455 SOUTH I-19 FRONTAGE ROAD,GREEN VALLEY,AZ,85614,"PIMA COUNTY, AZ",For-Profit,Low,2,Low,1 Percent to 4 Percent,1,Some Delay,24,229,169,22,10,54
31300,WICKENBURG COMMUNITY HOSPITAL,520 ROSE LANE,WICKENBURG,AZ,85390,"MARICOPA COUNTY, AZ",Non-Profit,,4,,,,,,,,,,
31301,BENSON HOSPITAL,450 SOUTH OCOTILLO AVENUE,BENSON,AZ,85602,"COCHISE COUNTY, AZ",Non-Profit,Low,4,Low,1 Percent to 4 Percent,1,Some Delay,24,227,121,,20,59
31302,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",901 WEST REX ALLEN DRIVE,WILLCOX,AZ,85643,"COCHISE COUNTY, AZ",Government,,,,,,,,,,,,
31304,PAGE HOSPITAL,501 NORTH NAVAJO DRIVE,PAGE,AZ,86040,"COCONINO COUNTY, AZ",Government,Low,,Low,1 Percent to 4 Percent,1,,,208,,,,
31305,HOPI HEALTH CARE CENTER,"HIGHWAY 264, MILEPOST 388",POLACCA,AZ,86042,"NAVAJO COUNTY, AZ",Other,,,,,,,,,,,,
31307,PARKER INDIAN HEALTH CENTER,12033 AGENCY ROAD,PARKER,AZ,85344,"LA PAZ COUNTY, AZ",Government,,,,,,,,,,,,
31308,HUHU KAM MEMORIAL HOSPITAL,483 WEST SEED FARM ROAD,SACATON,AZ,85147,"PINAL COUNTY, AZ",Government,,,,,,,,,,,,
31309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191,GANADO,AZ,86505,"APACHE COUNTY, AZ",Non-Profit,,,,,,Some Delay,30,,458,,12,87
31311,LITTLE COLORADO MEDICAL CENTER,1501 NORTH WILLIAMSON AVENUE,WINSLOW,AZ,86047,"NAVAJO COUNTY, AZ",Non-Profit,,,,,,,,,,,,
31312,COPPER QUEEN COMMUNITY HOSPITAL,101 COLE AVENUE,BISBEE,AZ,85603,"COCHISE COUNTY, AZ",Non-Profit,Low,2,Low,1 Percent to 4 Percent,2,No Delay,18,382,170,,17,87
31313,HOLY CROSS HOSPITAL,1171 WEST TARGET RANGE ROAD,NOGALES,AZ,85621,"SANTA CRUZ COUNTY, AZ",For-Profit,Low,,Low,Zero Percent,0,No Delay,10,286,125,,2,50
31314,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,GLOBE,AZ,85501,"GILA COUNTY, AZ",Non-Profit,Low,3,Low,1 Percent to 4 Percent,3,Some Delay,26,306,132,,9,49
31315,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,118 SOUTH MOUNTAIN AVENUE,SPRINGERVILLE,AZ,85938,"APACHE COUNTY, AZ",Non-Profit,Low,,Low,Zero Percent,0,,,,,,,
31317,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,PARKER,AZ,85344,"LA PAZ COUNTY, AZ",Non-Profit,,3,,,,,,,,,,
33301,"LOS NINOS HOSPITAL, INC.",2303 EAST THOMAS,PHOENIX,AZ,85016,"MARICOPA COUNTY, AZ",Non-Profit,,,,,,,,,,,,
33302,PHOENIX CHILDREN'S HOSPITAL,1919 EAST THOMAS ROAD,PHOENIX,AZ,85016,"MARICOPA COUNTY, AZ",Non-Profit,,,,,,,,,,,,
33303,"HACIENDA CHILDREN'S HOSPITAL, INC.",610 WEST JEROME AVENUE,MESA,AZ,85210,"MARICOPA COUNTY, AZ",For-Profit,,,,,,,,,,,,
40001,SILOAM SPRINGS REGIONAL HOSPITAL,603 NORTH PROGRESS AVENUE,SILOAM SPRINGS,AR,72761,"BENTON COUNTY, AR",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,1,No Delay,19,199,97,,6,48
40002,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,AR,72830,"JOHNSON COUNTY, AR",Government,Low,3,Low,1 Percent to 4 Percent,1,No Delay,14,219,121,86,8,57
40004,WASHINGTON REGIONAL MEDICAL CENTER,3215 N NORTH HILLS BOULEVARD,FAYETTEVILLE,AR,72703,"WASHINGTON COUNTY, AR",Non-Profit,High,2,High,1 Percent to 4 Percent,4,Delayed,40,288,171,95,,51
40007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,LITTLE ROCK,AR,72205,"PULASKI COUNTY, AR",Non-Profit,High,1,High,1 Percent to 4 Percent,4,Delayed,54,363,157,,,49
40010,MERCY HOSPITAL NORTHWEST ARKANSAS,2710 SOUTH RIFE MEDICAL LANE,ROGERS,AR,72758,"BENTON COUNTY, AR",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,1,No Delay,18,231,146,84,7,55
40011,CHAMBERS MEMORIAL HOSPITAL,719 DETROIT STREET,DANVILLE,AR,72833,"YELL COUNTY, AR",Non-Profit,Low,4,Low,1 Percent to 4 Percent,1,No Delay,19,180,89,,20,67
40014,WHITE COUNTY MEDICAL CENTER,3214 EAST RACE AVENUE,SEARCY,AR,72143,"WHITE COUNTY, AR",Non-Profit,High,3,High,1 Percent to 4 Percent,3,No Delay,12,250,120,92,7,43
40015,MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,AR,71953,"POLK COUNTY, AR",Government,Low,3,Low,1 Percent to 4 Percent,2,Some Delay,22,180,116,,4,55
40016,UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,AR,72205,"PULASKI COUNTY, AR",Government,Very High,1,Very High,5 Percent or More,7,Delayed,44,383,217,,,64
40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 NORTH MAIN STREET,HARRISON,AR,72601,"BOONE COUNTY, AR",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,2,No Delay,9,228,122,,8,59
40018,SPARKS MEDICAL CENTER - VAN BUREN,EAST MAIN AND SOUTH 20TH STREET,VAN BUREN,AR,72956,"CRAWFORD COUNTY, AR",For-Profit,Medium,3,Medium,1 Percent to 4 Percent,3,Some Delay,27,200,91,,8,51
40019,FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,FORREST CITY,AR,72335,"SAINT FRANCIS COUNTY, AR",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,Some Delay,26,200,103,77,5,60
40020,ST BERNARDS MEDICAL CENTER,225 E JACKSON,JONESBORO,AR,72401,"CRAIGHEAD COUNTY, AR",Non-Profit,Very High,1,Very High,1 Percent to 4 Percent,2,Some Delay,26,282,168,55,,54
40022,NORTHWEST MEDICAL CENTER-SPRINGDALE,609 WEST MAPLE AVENUE,SPRINGDALE,AR,72764,"WASHINGTON COUNTY, AR",For-Profit,Very High,3,Very High,1 Percent to 4 Percent,1,No Delay,16,238,106,57,,49
40026,CHI ST. VINCENT HOSPITAL HOT SPRINGS,300 WERNER STREET,HOT SPRINGS,AR,71903,"GARLAND COUNTY, AR",Non-Profit,High,1,High,1 Percent to 4 Percent,4,No Delay,19,251,162,67,0,67
40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,"BAXTER COUNTY, AR",Non-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,Some Delay,30,192,138,68,9,76
40029,CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVENUE,CONWAY,AR,72034,"FAULKNER COUNTY, AR",Non-Profit,High,2,High,1 Percent to 4 Percent,3,No Delay,15,185,112,83,,50
40036,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,AR,72117,"PULASKI COUNTY, AR",Non-Profit,High,2,High,5 Percent or More,6,Delayed,40,273,208,75,,82
40039,ARKANSAS METHODIST MEDICAL CENTER,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,"GREENE COUNTY, AR",Non-Profit,Medium,1,Medium,1 Percent to 4 Percent,3,Some Delay,23,229,114,75,8,58
40041,ST MARYS REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,"POPE COUNTY, AR",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,4,Some Delay,33,256,158,46,8,54
40047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,72455,"RANDOLPH COUNTY, AR",Non-Profit,Low,4,Low,1 Percent to 4 Percent,3,No Delay,15,172,113,,7,46
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,71701,"OUACHITA COUNTY, AR",Non-Profit,Low,3,Low,1 Percent to 4 Percent,2,No Delay,5,186,81,,5,26
40051,DREW MEMORIAL HOSPITAL,778 SCOGIN DRIVE,MONTICELLO,AR,71655,"DREW COUNTY, AR",Non-Profit,Low,3,Low,1 Percent to 4 Percent,3,Some Delay,38,202,120,,8,64
40055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE,FORT SMITH,AR,72902,"SEBASTIAN COUNTY, AR",For-Profit,Very High,1,Very High,1 Percent to 4 Percent,3,Some Delay,32,338,136,94,10,80
40062,MERCY HOSPITAL FORT SMITH,7301 ROGERS AVE,FORT SMITH,AR,72917,"SEBASTIAN COUNTY, AR",Non-Profit,High,4,High,1 Percent to 4 Percent,4,Delayed,46,243,171,67,,54
40067,MAGNOLIA HOSPITAL,101 HOSPITAL DRIVE,MAGNOLIA,AR,71754,"COLUMBIA COUNTY, AR",Government,Low,3,Low,1 Percent to 4 Percent,3,Some Delay,23,230,120,,14,65
40069,GREAT RIVER MEDICAL CENTER,1520 N DIVISION STREET,BLYTHEVILLE,AR,72315,"MISSISSIPPI COUNTY, AR",Non-Profit,Low,1,Low,1 Percent to 4 Percent,3,Some Delay,20,236,119,,3,52
40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,71603,"JEFFERSON COUNTY, AR",Non-Profit,High,1,High,1 Percent to 4 Percent,1,Some Delay,20,240,129,25,3,70
40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 NORTH BUERKLE ST,STUTTGART,AR,72160,"ARKANSAS COUNTY, AR",Non-Profit,Low,4,Low,1 Percent to 4 Percent,1,No Delay,12,146,106,,7,58
40074,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET,JACKSONVILLE,AR,72076,"PULASKI COUNTY, AR",For-Profit,Low,1,Low,1 Percent to 4 Percent,4,Some Delay,38,214,125,,89,74
40076,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,1001 SCHNEIDER DRIVE,MALVERN,AR,72104,"HOT SPRING COUNTY, AR",Non-Profit,Low,4,Low,1 Percent to 4 Percent,2,No Delay,14,163,115,,3,58
40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVENUE,HOT SPRINGS,AR,71901,"GARLAND COUNTY, AR",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,4,Delayed,43,218,155,,10,63
40084,SALINE MEMORIAL HOSPITAL,#1 MEDICAL PARK DRIVE,BENTON,AR,72015,"SALINE COUNTY, AR",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,Some Delay,26,253,124,94,16,60
40085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING JR DRIVE,HELENA,AR,72342,"PHILLIPS COUNTY, AR",For-Profit,Low,2,Low,1 Percent to 4 Percent,3,Delayed,49,187,112,,5,40
40088,MEDICAL CENTER OF SOUTH ARKANSAS,700 WEST GROVE STREET,EL DORADO,AR,71730,"UNION COUNTY, AR",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,Some Delay,24,216,122,83,4,57
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE 630, EXIT 7",LITTLE ROCK,AR,72205,"PULASKI COUNTY, AR",Non-Profit,Very High,1,Very High,1 Percent to 4 Percent,4,Some Delay,36,229,176,,,68
40118,NEA BAPTIST MEMORIAL HOSPITAL,4800 EAST JOHNSON AVENUE,JONESBORO,AR,72401,"CRAIGHEAD COUNTY, AR",Non-Profit,High,3,High,1 Percent to 4 Percent,3,Some Delay,27,251,159,56,,85
40119,WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,72503,"INDEPENDENCE COUNTY, AR",Non-Profit,Low,4,Low,1 Percent to 4 Percent,2,No Delay,17,195,119,82,0,52
40132,LEVI HOSPITAL,300 PROSPECT AVE,HOT SPRINGS,AR,71901,"GARLAND COUNTY, AR",Non-Profit,,,,,,,,,,,,
40134,"ARKANSAS HEART HOSPITAL, LLC",1701 S SHACKLEFORD ROAD,LITTLE ROCK,AR,72211,"PULASKI COUNTY, AR",For-Profit,Low,4,Low,1 Percent to 4 Percent,2,No Delay,17,179,186,,,88
40137,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,SHERWOOD,AR,72120,"PULASKI COUNTY, AR",Non-Profit,Medium,2,Medium,1 Percent to 4 Percent,3,Some Delay,32,247,136,,,77
40147,ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DRIVE,NO LITTLE ROCK,AR,72118,"PULASKI COUNTY, AR",For-Profit,Low,5,Low,1 Percent to 4 Percent,1,Some Delay,30,,145,,,
40152,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,AR,72703,"WASHINGTON COUNTY, AR",For-Profit,Low,,Low,1 Percent to 4 Percent,1,Some Delay,22,,82,,,42
40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,HOPE,AR,71801,"HEMPSTEAD COUNTY, AR",For-Profit,Low,3,Low,1 Percent to 4 Percent,2,No Delay,18,208,100,,10,62
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,72032,"FAULKNER COUNTY, AR",Non-Profit,Low,,Low,1 Percent to 4 Percent,4,No Delay,16,219,152,,12,64
41300,NORTH LOGAN MERCY HOSPITAL,500 EAST ACADEMY,PARIS,AR,72855,"LOGAN COUNTY, AR",Non-Profit,,,,,,No Delay,13,,83,,7,
41302,RIVER VALLEY MEDICAL CENTER,200 NORTH THIRD STREET,DARDANELLE,AR,72834,"YELL COUNTY, AR",For-Profit,Low,2,Low,1 Percent to 4 Percent,2,Some Delay,20,,74,,10,
41303,MERCY HOSPITAL TURNER MEMORIAL,801 WEST RIVER STREET,OZARK,AR,72949,"FRANKLIN COUNTY, AR",Non-Profit,,,,,,Some Delay,24,,96,,0,
41304,"EUREKA SPRINGS HOSPITAL, LLC",24 NORRIS STREET,EUREKA SPRINGS,AR,72632,"CARROLL COUNTY, AR",For-Profit,,,,,,No Delay,10,,74,,,48
41305,MERCY HOSPITAL WALDRON,1341 WEST SIXTH STREET,WALDRON,AR,72958,"SCOTT COUNTY, AR",Non-Profit,,,,,,Some Delay,37,,108,,12,
41306,"IZARD COUNTY MEDICAL CENTER, LLC",61 GRASSE STREET,CALICO ROCK,AR,72519,"IZARD COUNTY, AR",Non-Profit,,,,,,,,,,,,
41307,CROSSRIDGE COMMUNITY HOSPITAL,310 SOUTH FALLS BOULEVARD,WYNNE,AR,72396,"CROSS COUNTY, AR",Non-Profit,Low,5,Low,1 Percent to 4 Percent,2,Some Delay,31,,104,,4,71
41308,MCGEHEE HOSPITAL,900 SOUTH THIRD STREET,MCGEHEE,AR,71654,"DESHA COUNTY, AR",Non-Profit,Low,,Low,1 Percent to 4 Percent,3,No Delay,17,,128,,12,96
